municipality,year,Aplusplus,Aplus,A,B,C,D,E,F,G,unlabeled,percentage_houses_with_valid_labels,number_of_houses,average_house_worth,houses_per_hectare,total_natural_gas_used,total_electricity_used,households,people,CO2_production_houses,number_of_labels,houses_rented,houses_privately_owned
Berkelland,2013,5,94,370,1101,1214,585,220,51,30,15535,19.1,19205,217,0.74,32470000,63100000,18435,44770,88349,3670,6287,12590
Berkelland,2014,5,100,419,1243,1282,649,233,53,30,15376,20.7,19390,205,0.75,31590000,61910000,18405,44665,87350,4014,6458,12690
Berkelland,2015,5,100,676,1415,1813,764,283,103,103,14037,27.3,19299,199,0.75,30770000,59800000,18540,44364,86714,5262,6326,12737
Berkelland,2016,5,100,871,1572,2107,873,337,192,174,13235,32,19466,198,0.75,30780000,58120000,18730,44437,83521,6231,6411,12805
Berkelland,2017,5,100,1068,1744,2542,1012,391,238,241,12117,37.7,19458,202,0.75,31150000,56300000,18665,44238,81128,7341,6409,12825
Berkelland,2018,3,96,1239,1783,2616,1012,417,223,290,11813,39.4,19492,215,0.76,30780000,54230000,18685,44029,78442,7679,6141,13147
Berkelland,2019,3,92,1453,1830,2752,1040,438,240,332,11361,41.9,19541,228,0.76,30250000,55850000,18805,43904,74844,8180,6255,13264
Bernheze,2014,0,1,15,101,590,298,131,88,22,10695,10.4,11941,278,1.33,19930000,44560000,11520,29690,57853,1246,3320,8450
Bernheze,2015,0,1,230,187,752,346,162,109,56,10157,15.4,12000,268,1.34,19720000,43540000,11610,29729,58343,1843,3332,8509
Bernheze,2016,0,1,695,517,1478,545,260,157,107,8284,31.2,12044,267,1.34,19370000,43070000,11735,29880,55740,3760,3282,8594
Bernheze,2017,0,1,851,594,1678,601,288,191,136,7719,36,12059,0,1.34,19320000,42450000,12025,30253,53706,4340,3306,8640
Bernheze,2018,0,1,1056,689,1609,508,278,190,148,7822,36.4,12301,0,1.37,19800000,42830000,12150,30550,53877,4479,3384,8810
Bernheze,2019,0,1,1314,747,1706,511,275,204,171,7522,39.6,12451,292,1.39,19670000,41960000,12345,30806,50744,4929,3466,8951
Bernheze,2008,0,0,1,11,184,125,26,26,7,10546,3.5,10926,319,1.22,21510000,42780000,10990,29660,59251,380,0,0
Bernheze,2009,0,0,2,16,247,136,35,29,7,10499,4.3,10971,323,1.22,21160000,42960000,10990,29620,58282,472,3072,7898
Bernheze,2010,0,0,8,57,368,251,120,68,21,10281,8,11174,331,1.25,21190000,44200000,11165,29655,58222,893,3241,7934
Bernheze,2011,0,0,9,79,401,262,124,70,21,10251,8.6,11217,326,1.25,20230000,44040000,11315,29730,55557,966,3252,7963
Bernheze,2012,0,0,9,86,418,271,124,71,21,10300,8.8,11300,306,1.26,19850000,43720000,11385,29800,56039,1000,2990,8281
Bernheze,2013,0,0,9,92,511,293,129,87,21,10226,10,11368,294,1.27,19600000,44080000,11505,29775,56202,1142,3029,8310
Best,2008,1,0,1,5,10,34,28,12,1,11475,0.8,11567,298,3.37,20000000,42530000,11570,29090,56431,92,0,0
Best,2009,1,0,26,70,111,128,167,49,16,11049,4.9,11617,308,3.39,20160000,44380000,11590,29020,57193,568,3136,8479
Best,2010,1,1,27,87,175,137,174,70,54,10906,6.2,11632,309,3.39,19410000,44300000,11645,28955,55089,726,3140,8374
Best,2011,1,1,28,107,191,141,175,70,54,10872,6.6,11640,304,3.39,18680000,43280000,11615,28810,52439,768,3143,8381
Best,2012,1,1,83,279,256,142,175,70,54,10649,9.1,11710,294,3.41,18040000,42660000,11625,28695,52313,1061,3087,8596
Best,2013,1,1,102,347,336,142,175,70,54,10541,10.4,11769,281,3.43,18000000,42530000,11680,28635,52603,1228,3082,8670
Best,2014,49,3,129,563,470,235,186,71,54,10205,14.7,11965,262,3.49,17480000,41530000,11805,28615,51970,1760,3185,8669
Best,2015,49,3,283,779,765,355,232,89,73,9324,22,11952,253,3.48,17770000,40500000,11910,28737,53239,2628,3185,8743
Best,2016,49,3,547,969,1400,410,260,110,87,8196,31.9,12031,254,3.51,16790000,39970000,12060,28976,49604,3835,3205,8610
Best,2017,49,3,704,1074,1559,452,294,128,100,7963,35.4,12326,265,3.59,17560000,40580000,12215,29180,49709,4363,3441,8837
Best,2018,48,3,795,1101,1626,359,168,94,100,8059,34.8,12353,272,3.6,17490000,39250000,12455,29497,48203,4294,3416,8887
Best,2019,48,3,1071,1212,1698,443,248,112,112,7588,39.5,12535,291,3.65,17700000,38340000,12655,29821,45898,4947,3448,9047
Beuningen,2014,6,28,124,250,825,199,33,18,12,9043,14.2,10538,231,2.41,15450000,35590000,10520,25285,45372,1495,3416,7102
Beuningen,2015,6,28,291,382,998,234,55,40,50,8497,19.7,10581,223,2.42,15160000,34870000,10590,25282,45585,2084,3423,7136
Beuningen,2016,6,28,559,583,1751,329,89,53,67,7202,32.5,10667,224,2.44,15120000,34150000,10705,25289,43776,3465,3427,7173
Beuningen,2017,6,28,857,762,2368,418,122,68,84,6116,43.5,10829,225,2.48,15580000,33650000,10810,25424,43051,4713,3561,7222
Beuningen,2018,6,28,1064,997,2213,389,107,69,92,6078,45,11043,235,2.53,15560000,32960000,11050,25798,42037,4965,3457,7529
Beuningen,2019,6,28,1256,1057,1877,252,91,74,99,6350,42.7,11090,251,2.54,15450000,33320000,11095,25882,39993,4740,3358,7718
Beuningen,2009,0,0,3,90,566,175,20,11,7,9185,8.7,10057,274,2.3,16970000,37460000,10090,25300,48189,872,3519,6536
Beuningen,2010,0,0,4,107,583,183,26,14,8,9302,9,10227,275,2.34,17070000,38660000,10250,25480,48300,925,3579,6646
Beuningen,2011,0,0,4,110,587,188,26,14,8,9356,9.1,10293,271,2.36,16610000,38180000,10290,25505,46498,937,3603,6692
Beuningen,2012,0,0,51,136,721,194,28,15,8,9192,11.1,10345,265,2.37,16010000,37260000,10385,25435,46139,1153,3330,7026
Beuningen,2013,0,0,51,190,764,196,31,18,12,9103,12.2,10365,253,2.37,15890000,36390000,10445,25325,45883,1262,3267,7081
Beuningen,2008,0,0,0,2,11,9,8,1,0,9976,0.3,10007,268,2.29,17300000,37270000,10000,25320,49054,31,0,0
Beverwijk,2010,0,0,3,202,883,295,76,139,80,15239,9.9,16917,205,9.19,24060000,49120000,17850,38885,65618,1678,8119,8627
Beverwijk,2011,0,0,3,279,896,358,100,141,80,15396,10.8,17253,200,9.38,23960000,50150000,18020,39330,64912,1857,8455,8628
Beverwijk,2012,0,0,118,450,1313,837,357,232,81,14222,19.2,17610,196,9.57,22990000,50100000,18215,39845,64646,3388,8506,9748
Beverwijk,2013,0,0,378,675,1693,1410,527,260,84,13456,27.2,18483,192,10.05,24250000,52460000,18370,40070,68534,5027,8618,9826
Beverwijk,2014,0,0,378,681,1731,1441,529,264,85,13627,27.3,18736,178,10.18,23120000,49810000,18235,40090,66176,5109,8891,9806
Beverwijk,2015,0,0,676,797,2391,1597,725,320,161,12093,35.5,18760,176,10.2,22410000,49540000,18340,40182,66328,6667,8864,9834
Beverwijk,2016,0,0,991,882,2653,1854,1092,415,253,10706,43.2,18846,176,10.24,22150000,48960000,18530,40318,63591,8140,8864,9912
Beverwijk,2017,0,0,1649,993,3019,2014,1211,482,325,9413,50.7,19106,183,10.38,22330000,49040000,18745,40709,62072,9693,8969,10065
Beverwijk,2018,0,0,1986,1200,2958,1787,1177,421,325,9335,51.4,19189,194,10.43,22620000,47440000,18865,41077,60916,9854,8875,10256
Beverwijk,2019,0,0,2521,1448,3090,1582,1044,431,357,8807,54.3,19280,215,10.48,22410000,47380000,18920,41176,57663,10473,8740,10528
Beverwijk,2008,0,0,0,6,35,36,26,8,10,16570,0.7,16691,199,9.07,24850000,47820000,17040,37350,67657,121,0,0
Beverwijk,2009,0,0,0,154,805,257,59,131,78,15424,8.8,16908,202,9.19,24460000,48440000,17540,38280,66785,1484,7948,8793
De Bilt,2008,0,0,14,82,368,330,124,40,38,17250,5.5,18246,375,2.76,36800000,64470000,18610,42000,97091,996,0,0
De Bilt,2009,0,0,22,795,988,1365,676,205,125,14070,22.9,18246,394,2.76,36070000,64470000,18550,41980,95149,4176,6568,11129
De Bilt,2010,0,0,23,839,1050,1441,723,302,160,13740,24.8,18278,396,2.76,36360000,63760000,18850,42015,94340,4538,6946,10968
De Bilt,2011,0,0,28,874,1096,1469,790,374,191,13469,26.4,18291,386,2.77,35740000,63820000,18850,42050,91993,4822,6950,10791
De Bilt,2012,0,0,29,942,1160,1522,827,390,193,13227,27.7,18290,381,2.77,33300000,61500000,18740,42080,88444,5063,7306,11434
De Bilt,2013,0,0,29,944,1163,1524,837,412,194,14260,26.4,19363,362,2.93,34360000,64660000,18830,42030,92464,5103,7522,11475
De Bilt,2014,0,0,29,950,1167,1531,838,413,194,14073,26.7,19195,338,2.9,33120000,62570000,18675,42035,90411,5122,7581,11241
De Bilt,2015,0,0,468,1012,1421,1693,975,523,299,12829,33.3,19220,327,2.91,32360000,60900000,18935,42169,90138,6391,7651,11227
De Bilt,2016,0,0,620,1065,1578,1800,1074,601,401,12121,37.1,19260,329,2.91,32210000,60200000,18995,42375,87087,7139,7686,11240
De Bilt,2017,0,0,725,1105,1769,1951,1244,999,520,11062,42.9,19375,344,2.93,32420000,59970000,19235,42754,85048,8313,7705,11362
De Bilt,2018,0,0,1212,736,1332,1084,831,951,500,12766,34.2,19412,359,2.94,31380000,58030000,19260,42846,81148,6646,7753,11520
De Bilt,2019,0,0,1656,898,1947,1227,859,981,553,11423,41.6,19544,395,2.96,31270000,56890000,19190,42825,77059,8121,7651,11838
Bladel,2013,0,12,306,256,429,217,63,9,15,6769,16.2,8076,285,1.07,13500000,29200000,7950,19635,38158,1307,1958,6094
Bladel,2014,0,16,320,272,450,223,65,9,15,6932,16.5,8302,272,1.1,13020000,28890000,8125,19835,37689,1370,2077,6142
Bladel,2015,0,16,437,363,607,262,83,36,33,6509,22,8346,265,1.11,12670000,28040000,8240,19869,37519,1837,2086,6181
Bladel,2016,0,16,621,434,700,312,103,54,49,6128,27.2,8417,264,1.12,12420000,27930000,8335,19966,35890,2289,2061,6270
Bladel,2017,0,16,764,487,803,376,132,71,65,5772,32,8486,269,1.13,12710000,27870000,8455,20063,35296,2714,2095,6309
Bladel,2018,0,16,832,464,638,290,110,82,73,6047,29.3,8552,278,1.14,12840000,27630000,8490,20144,34876,2505,2044,6429
Bladel,2019,0,16,948,474,711,295,129,105,90,5850,32.1,8618,290,1.14,12750000,26950000,8505,20175,32803,2768,2137,6470
Bladel,2008,0,0,22,61,223,113,42,6,3,6909,6.4,7379,310,0.98,14530000,27480000,7460,19110,39325,470,0,0
Bladel,2009,0,0,22,68,288,144,43,6,3,6992,7.6,7566,320,1,14590000,28180000,7520,19130,39500,574,1891,5674
Bladel,2010,0,0,203,182,360,182,56,7,15,6661,13.1,7666,318,1.02,14340000,28380000,7630,19175,38698,1005,1993,5595
Bladel,2011,0,0,233,215,409,208,59,9,15,6677,14.7,7825,301,1.04,14180000,29250000,7755,19385,38222,1148,2191,5556
Bladel,2012,0,0,291,244,425,216,63,9,15,6637,16,7900,294,1.05,13180000,28990000,7910,19580,37187,1263,1928,6099
Blaricum,2013,0,2,77,45,22,113,73,25,11,3710,9,4078,568,3.67,9700000,15550000,4075,9105,24810,368,1325,2717
Blaricum,2014,0,2,256,419,48,118,78,32,12,3186,23.2,4151,536,3.74,9870000,15440000,4100,9095,25340,965,1383,2751
Blaricum,2015,0,2,333,436,100,155,95,48,47,3056,28.5,4272,524,3.85,8580000,16020000,4200,9312,24266,1216,1430,2820
Blaricum,2016,0,2,539,441,147,172,110,58,62,2832,35.1,4363,530,3.93,8880000,16230000,4285,9622,24243,1531,1427,2921
Blaricum,2017,0,2,850,613,214,185,148,131,111,2385,48.6,4639,531,4.18,9570000,17300000,4525,10201,24926,2254,1565,3059
Blaricum,2018,0,2,959,618,244,191,162,143,121,2425,50.2,4865,575,4.38,10000000,18140000,4740,10795,25715,2440,1531,3317
Blaricum,2019,0,2,1012,638,278,212,164,154,136,2345,52.5,4941,608,4.45,11190000,18230000,4845,11200,26788,2596,1513,3410
Blaricum,2011,0,0,4,38,19,110,71,19,7,3813,6.6,4081,625,3.67,10020000,15630000,3935,8960,24792,268,1591,2489
Blaricum,2012,0,0,6,39,22,113,73,22,9,3801,7,4085,604,3.68,9610000,15560000,3985,9040,24494,284,1218,2656
Blaricum,2008,0,0,0,2,6,9,1,1,1,3953,0.5,3973,596,3.58,10490000,15370000,3910,9040,26207,20,0,0
Blaricum,2009,0,0,0,2,8,11,2,1,1,3949,0.6,3974,637,3.58,10350000,15180000,3910,8990,25704,25,1431,2544
Blaricum,2010,0,0,0,5,16,105,69,16,5,3792,5.4,4008,633,3.61,10380000,15630000,3935,8955,25751,216,1484,2526
Bloemendaal,2008,0,0,1,4,5,14,21,20,8,9050,0.8,9123,633,2.29,21900000,33110000,9170,21960,55211,73,0,0
Bloemendaal,2009,0,0,1,28,12,134,30,36,33,8852,3,9126,662,2.29,21560000,33120000,9210,22070,54274,274,2829,6205
Bloemendaal,2010,0,0,5,36,40,155,35,46,34,8766,3.8,9117,666,2.29,21410000,33060000,9205,22025,53490,351,2826,6107
Bloemendaal,2011,0,0,5,46,63,172,39,50,35,8730,4.5,9140,663,2.3,20700000,33610000,9315,22040,51803,410,2925,6124
Bloemendaal,2012,0,0,10,60,152,184,41,55,37,8656,5.9,9195,630,2.31,20680000,33880000,9255,22055,52897,539,2788,6608
Bloemendaal,2013,0,0,80,222,407,383,165,135,70,8051,15.4,9513,591,2.39,20780000,34520000,9365,22195,53717,1462,2887,6616
Bloemendaal,2014,0,0,100,315,449,419,188,152,76,7866,17.8,9565,549,2.4,20220000,33750000,9445,22060,52963,1699,2939,6619
Bloemendaal,2015,0,0,208,351,557,498,271,230,179,7325,23.8,9619,531,2.42,20750000,34160000,9440,22256,55204,2294,2958,6653
Bloemendaal,2016,0,0,278,379,633,558,337,303,274,6891,28.6,9653,554,2.43,20200000,33310000,9415,22296,52433,2762,2879,6760
Bloemendaal,2017,0,0,404,401,738,596,377,365,360,6486,33.3,9727,588,2.44,20460000,33690000,9590,22826,51813,3241,2871,6832
Bloemendaal,2018,0,0,452,413,883,519,393,388,404,6442,34.9,9894,637,2.49,20240000,33290000,9665,23208,50572,3452,2779,7002
Bloemendaal,2019,0,0,638,475,950,493,442,434,449,6111,38.8,9992,695,2.51,20370000,33190000,9725,23410,48768,3881,2761,7068
Bodegraven-Reeuwijk,2008,0,0,1,3,25,22,10,5,10,12244,0.6,12320,304,1.63,21300000,42360000,12490,32220,58663,76,0,0
Bodegraven-Reeuwijk,2009,0,0,1,13,100,116,22,13,11,12287,2.2,12563,318,1.67,22410000,42590000,12660,32430,60337,276,3973,8466
Bodegraven-Reeuwijk,2010,0,0,1,16,122,126,34,19,12,12310,2.6,12640,317,1.68,21790000,43700000,12820,32505,59059,330,4022,8566
Bodegraven-Reeuwijk,2011,0,0,39,99,274,273,158,84,17,11888,7.4,12832,313,1.7,21150000,43430000,12960,32730,56922,944,4234,8596
Bodegraven-Reeuwijk,2012,0,0,79,198,363,285,165,93,19,11808,9.2,13010,304,1.73,20000000,42570000,13065,32835,55775,1202,3766,9483
Bodegraven-Reeuwijk,2013,0,0,82,222,422,307,176,98,19,12373,9.7,13699,274,1.82,21090000,44450000,13125,32815,59047,1326,3937,9537
Bodegraven-Reeuwijk,2014,0,0,91,275,494,336,183,104,20,12212,11,13715,275,1.82,19630000,43040000,13230,32910,56796,1503,3930,9614
Bodegraven-Reeuwijk,2015,0,0,561,511,1136,667,381,168,104,10296,25.5,13824,266,1.83,19690000,42770000,13380,33208,58017,3528,3916,9737
Bodegraven-Reeuwijk,2016,0,0,739,615,1457,803,431,215,157,9591,31.5,14008,266,1.86,19450000,42420000,13545,33451,55659,4417,3937,9889
Bodegraven-Reeuwijk,2017,0,0,1046,729,1646,877,507,258,213,8814,37.4,14090,271,1.87,20140000,41930000,13730,33733,55033,5276,3964,9960
Bodegraven-Reeuwijk,2018,0,0,1350,769,1825,870,507,297,248,8394,41.1,14260,278,1.89,19970000,41920000,13860,33948,53859,5866,4016,10079
Bodegraven-Reeuwijk,2019,0,0,1625,878,1924,825,494,295,273,8046,44,14360,304,1.91,19760000,40900000,14160,34463,50614,6314,4009,10327
Boekel,2008,0,0,28,4,5,3,5,3,1,3327,1.5,3376,310,0.98,6970000,13220000,3440,9650,18885,49,0,0
Boekel,2009,0,0,28,4,5,3,5,3,1,3325,1.5,3374,314,0.98,7000000,13530000,3470,9690,18947,49,911,2464
Boekel,2010,0,0,28,5,5,4,5,4,2,3321,1.6,3374,314,0.98,6640000,13450000,3525,9770,18065,53,878,2498
Boekel,2011,0,0,28,10,14,18,14,14,9,3461,3,3568,301,1.03,6920000,14120000,3585,9865,18586,107,1000,2570
Boekel,2012,0,0,29,11,17,19,15,14,10,3510,3.2,3625,295,1.05,6580000,14230000,3670,9965,18449,115,851,2799
Boekel,2013,0,0,29,11,17,19,15,14,10,3692,3,3807,299,1.1,6920000,14770000,3740,10060,19453,115,909,2864
Boekel,2014,0,0,29,11,17,19,15,14,10,3767,3,3882,260,1.12,6790000,14830000,3755,10090,19545,115,904,2886
Boekel,2015,0,0,91,35,66,41,28,19,21,3589,7.7,3890,249,1.13,6550000,14350000,3810,10119,19318,301,898,2899
Boekel,2016,0,0,180,45,89,59,32,29,26,3515,11.6,3975,246,1.15,6460000,14400000,3880,10254,18598,460,928,2953
Boekel,2017,0,0,393,186,353,120,59,42,39,2842,29.5,4034,254,1.17,6600000,14470000,3985,10414,18327,1192,966,2987
Boekel,2018,0,0,473,208,384,138,66,49,53,2711,33.6,4082,261,1.18,6710000,14370000,4015,10502,18238,1371,932,3073
Boekel,2019,0,0,545,218,414,153,71,53,58,2656,36.3,4168,278,1.21,6730000,14280000,4060,10588,17423,1512,1052,3114
Borger-Odoorn,2011,11,0,75,373,746,346,138,152,119,9102,17.7,11062,207,0.4,23410000,39230000,10890,25940,59120,1960,3546,7424
Borger-Odoorn,2012,11,6,86,437,778,364,142,152,120,8984,18.9,11080,204,0.4,22890000,39080000,10925,25860,59302,2096,3518,8099
Borger-Odoorn,2013,11,6,118,456,797,369,144,153,121,9444,18.7,11619,195,0.42,23250000,40220000,10990,25660,60871,2175,3497,8102
Borger-Odoorn,2014,11,6,138,499,855,435,179,178,131,9278,20.8,11710,180,0.43,22560000,37810000,10955,25625,59183,2432,3527,8165
Borger-Odoorn,2015,11,6,265,618,972,509,215,220,190,8728,25.6,11734,173,0.43,21830000,37350000,10985,25502,58828,3006,3508,8200
Borger-Odoorn,2016,11,6,403,767,1095,607,239,264,259,8063,31.2,11714,172,0.43,21860000,36350000,11000,25371,56903,3651,3443,8249
Borger-Odoorn,2017,11,6,487,849,1192,656,268,312,320,7471,35.4,11572,175,0.42,21410000,35050000,11040,25355,54116,4101,3303,8240
Borger-Odoorn,2018,11,5,598,880,1249,661,277,330,383,7214,37.9,11608,183,0.42,21480000,34910000,11070,25351,53480,4394,3214,8358
Borger-Odoorn,2019,11,5,896,812,1219,612,276,291,376,7147,38.6,11645,193,0.42,21100000,34070000,11125,25372,50394,4498,3133,8493
Borger-Odoorn,2008,0,0,3,34,16,11,4,3,5,10815,0.7,10891,202,0.4,24580000,39000000,10820,26200,62863,76,0,0
Borger-Odoorn,2009,0,0,43,302,680,319,133,150,118,9180,16,10925,206,0.4,24230000,39130000,10880,26150,61910,1745,3387,7429
Borger-Odoorn,2010,0,0,45,314,696,325,136,150,119,9232,16.2,11017,210,0.4,23950000,39600000,10895,26070,61033,1785,3415,7490
Borne,2012,6,1,534,855,499,168,36,11,4,6821,23.7,8935,225,3.44,16550000,31410000,9000,21585,44346,2114,3028,5898
Borne,2013,6,1,548,901,504,173,38,13,4,6890,24.1,9078,221,3.49,16620000,31210000,9060,21770,44701,2188,3078,5976
Borne,2014,6,8,581,1001,538,214,43,13,5,6746,26.3,9155,207,3.52,12780000,30330000,9105,21885,37974,2409,3057,6088
Borne,2015,6,8,756,1077,675,254,60,32,18,6345,31.3,9231,205,3.55,13320000,29960000,9140,21992,39693,2886,3062,6159
Borne,2016,6,8,923,1135,779,283,71,55,41,6015,35.4,9316,205,3.58,12800000,29610000,9300,22343,37391,3301,3046,6259
Borne,2017,6,8,1205,1174,866,327,94,82,60,5715,40.1,9537,209,3.67,13590000,29480000,9550,22795,37612,3822,3113,6398
Borne,2018,6,8,1211,1177,888,340,94,92,76,5856,39.9,9748,225,3.75,13820000,29220000,9635,23124,37319,3892,3074,6622
Borne,2019,6,8,1300,879,823,272,94,104,88,6243,36.4,9817,243,3.78,12930000,28650000,9655,23210,33762,3574,3003,6799
Borne,2008,0,0,12,27,48,16,7,2,2,8257,1.4,8371,237,3.22,14070000,29180000,8420,20760,39340,114,0,0
Borne,2009,0,0,174,364,242,98,9,3,4,7697,10.4,8591,240,3.3,14910000,30770000,8690,21110,41311,894,2835,5669
Borne,2010,0,0,403,409,267,107,18,5,4,7458,14,8671,239,3.34,16410000,30960000,8895,21330,43578,1213,2948,5636
Borne,2011,0,0,428,745,379,130,31,11,4,7073,19.6,8801,233,3.39,16210000,31070000,8995,21555,42659,1728,3084,5638
Borsele,2012,1,0,34,85,203,206,97,32,16,8851,7.1,9525,221,0.67,14180000,29840000,9250,22675,39371,674,2706,6825
Borsele,2013,2,1,36,91,211,215,98,35,18,8934,7.3,9641,217,0.68,14520000,29790000,9355,22680,40260,707,2775,6852
Borsele,2014,2,1,37,134,243,230,108,39,20,8905,8.4,9719,209,0.69,14180000,28600000,9290,22580,39608,814,2787,6848
Borsele,2015,2,1,107,177,349,291,136,66,78,8450,12.5,9657,207,0.68,13390000,27460000,9295,22568,38497,1207,2730,6914
Borsele,2016,2,1,165,220,447,340,170,93,135,8114,16.2,9687,206,0.68,13020000,26870000,9360,22612,36446,1573,2707,6954
Borsele,2017,2,1,619,543,1242,653,349,133,208,5985,38.5,9735,209,0.69,12930000,26330000,9445,22688,35006,3750,2728,6988
Borsele,2018,2,1,717,559,1302,653,362,147,234,5804,40.7,9781,211,0.69,13360000,25750000,9485,22716,34997,3977,2634,7113
Borsele,2019,2,1,803,648,1303,561,316,170,263,5718,41.6,9785,218,0.69,13160000,25130000,9505,22800,32862,4067,2552,7212
Borsele,2009,0,0,17,38,127,176,70,19,9,8831,4.9,9287,231,0.66,15670000,30150000,9070,22550,42371,456,2786,6500
Borsele,2010,0,0,17,51,148,183,76,26,12,8882,5.5,9395,229,0.66,15250000,30510000,9160,22620,41302,513,2912,6483
Borsele,2011,0,0,21,66,178,196,89,27,14,8854,6.3,9445,227,0.67,14650000,30660000,9215,22705,39687,591,3022,6423
Borsele,2008,0,0,0,7,19,23,12,8,9,9163,0.8,9241,231,0.65,15090000,29560000,9040,22530,41341,78,0,0
Boxmeer,2010,1,0,24,300,560,383,223,98,26,9684,14.3,11299,294,1.01,20610000,42320000,11425,28575,56320,1615,3390,7910
Boxmeer,2011,1,0,33,368,651,402,233,100,26,9534,16,11348,285,1.02,20100000,42070000,11500,28580,54456,1814,3519,7832
Boxmeer,2012,1,0,96,705,1335,416,234,104,27,8477,25.6,11395,276,1.02,19190000,41690000,11515,28395,53899,2918,3467,7920
Boxmeer,2013,1,0,100,708,1372,447,245,110,27,8518,26.1,11528,266,1.03,19440000,41750000,11585,28225,54803,3010,3511,7966
Boxmeer,2014,1,0,122,815,1420,454,247,110,27,8578,27.1,11774,251,1.06,18920000,41780000,11620,28145,54661,3196,3730,8000
Boxmeer,2015,1,0,211,930,1667,508,302,146,53,7966,32.4,11784,241,1.06,18310000,40620000,11865,28342,54271,3818,3695,8043
